agent1_strategy,agent1_reward,agent2_strategy,agent2_reward,temptation,reward,punishment,sucker,agent1_final_strategy,agent1_defection_ratio,agent2_final_strategy,agent2_defection_ratio,agent1_updating_times,agent2_updating_times,model
3000.0,1000.0,3000.0,1000.0,0.52,1.22,0.0,-0.48,1.0,0.9606666564941406,1.0,0.9663333296775818,750.0,750.0,alternative
3000.0,1000.0,3000.0,1000.0,0.7,1.0,0.0,-0.91,1.0,0.9753333330154419,1.0,0.9493333101272583,750.0,750.0,alternative
3000.0,12000.0,7000.0,12000.0,0.37,2.74,0.0,-0.6300000000000003,0.0,0.010999999940395355,0.0,0.01066666655242443,3000.0,3000.0,alternative
11000.0,9000.0,10000.0,8000.0,0.96,1.76,0.0,-0.040000000000000036,1.0,0.9752727150917053,1.0,0.9861817955970764,2750.0,2500.0,alternative
3000.0,1000.0,3000.0,1000.0,0.95,1.0,0.0,-0.56,1.0,0.9683333039283752,1.0,0.9710000157356262,750.0,750.0,alternative
3000.0,4000.0,4000.0,4000.0,0.26,1.98,0.0,-0.74,0.0,0.023250000551342964,0.0,0.027499999850988388,1000.0,1000.0,alternative
3000.0,4000.0,3000.0,4000.0,0.5,1.0,0.0,-1.3599999999999999,1.0,0.9754999876022339,1.0,0.9735000133514404,1000.0,1000.0,alternative
3000.0,1000.0,4000.0,1000.0,0.3,3.64,0.0,-0.7000000000000002,1.0,0.9440000057220459,1.0,0.9707499742507935,750.0,1000.0,alternative
3000.0,5000.0,6000.0,6000.0,0.29,1.04,0.0,-0.7100000000000001,0.0,0.020999999716877937,0.0,0.019166667014360428,1250.0,1500.0,alternative
3000.0,5000.0,3000.0,5000.0,0.05,2.65,0.0,-0.95,0.0,0.017999999225139618,0.0,0.017999999225139618,1250.0,1250.0,alternative
3000.0,2000.0,3000.0,2000.0,0.61,1.25,0.0,-0.39,0.0,0.03266666829586029,0.0,0.029333332553505898,750.0,750.0,alternative
3000.0,1000.0,3000.0,1000.0,0.5,2.08,0.0,-0.5,1.0,0.9506666660308838,1.0,0.9626666903495789,750.0,750.0,alternative
3000.0,3000.0,3000.0,3000.0,0.06,2.19,0.0,-0.94,0.0,0.07833333313465118,0.0,0.09433333575725555,750.0,750.0,alternative
3000.0,4000.0,3000.0,3000.0,0.28,1.0,0.0,-0.98,0.0,0.026499999687075615,0.0,0.02525000087916851,1000.0,750.0,alternative
3000.0,4000.0,3000.0,4000.0,0.9,3.88,0.0,-0.10000000000000009,0.0,0.02500000037252903,0.0,0.02199999988079071,1000.0,1000.0,alternative
3000.0,2000.0,3000.0,2000.0,0.24,3.1,0.0,-0.7600000000000002,0.0,0.02666666731238365,0.0,0.03033333271741867,750.0,750.0,alternative
7000.0,9000.0,3000.0,9000.0,0.15,3.76,0.0,-0.8500000000000001,0.0,0.014555555768311024,0.0,0.01077777799218893,2250.0,2250.0,alternative
3000.0,13000.0,10000.0,13000.0,0.49,3.58,0.0,-0.5099999999999998,0.0,0.012538461945950985,0.0,0.01853846199810505,3250.0,3250.0,alternative
3000.0,4000.0,3000.0,4000.0,0.98,2.3899999999999997,0.0,-0.019999999999999574,0.0,0.023499999195337296,0.0,0.04625000059604645,1000.0,1000.0,alternative
4000.0,1000.0,3000.0,1000.0,0.25,3.69,0.0,-0.75,1.0,0.9775000214576721,1.0,0.9729999899864197,1000.0,750.0,alternative
3000.0,1000.0,3000.0,1000.0,0.67,1.0,0.0,-0.98,1.0,0.9779999852180481,1.0,0.9733333587646484,750.0,750.0,alternative
3000.0,2000.0,3000.0,2000.0,0.76,1.0,0.0,-0.45999999999999996,0.0,0.02133333310484886,0.0,0.03266666829586029,750.0,750.0,alternative
3000.0,1000.0,3000.0,4000.0,0.24,1.0,0.0,-1.58,1.0,0.9762499928474426,1.0,0.9752500057220459,750.0,1000.0,alternative
3000.0,2000.0,3000.0,2000.0,0.72,1.3,0.0,-0.28,0.0,0.029666665941476822,0.0,0.05766666680574417,750.0,750.0,alternative
3000.0,1000.0,3000.0,1000.0,0.37,1.55,0.0,-0.63,1.0,0.9693333506584167,1.0,0.9746666550636292,750.0,750.0,alternative
3000.0,4000.0,3000.0,6000.0,0.63,1.09,0.0,-0.3700000000000001,0.0,0.014833332970738411,0.0,0.018666666001081467,1000.0,1500.0,alternative
3000.0,6000.0,3000.0,6000.0,0.63,3.31,0.0,-0.3700000000000001,0.0,0.026333333924412727,0.0,0.03333333507180214,1500.0,1500.0,alternative
3000.0,4000.0,3000.0,3000.0,0.54,1.43,0.0,-0.45999999999999996,0.0,0.019750000908970833,0.0,0.023749999701976776,1000.0,750.0,alternative
3000.0,3000.0,3000.0,1000.0,0.1,1.12,0.0,-0.9000000000000001,1.0,0.9769999980926514,1.0,0.9723333120346069,750.0,750.0,alternative
22000.0,22000.0,3000.0,23000.0,0.83,2.17,0.0,-0.16999999999999993,0.0,0.008782608434557915,0.0,0.008434782736003399,5500.0,5750.0,alternative
3000.0,1000.0,3000.0,1000.0,0.32,1.0,0.0,-1.12,1.0,0.9729999899864197,1.0,0.9726666808128357,750.0,750.0,alternative
3000.0,6000.0,3000.0,6000.0,0.19,3.21,0.0,-0.81,0.0,0.017000000923871994,0.0,0.019166667014360428,1500.0,1500.0,alternative
3000.0,5000.0,3000.0,6000.0,0.05,1.0,0.0,-1.65,0.0,0.014999999664723873,0.0,0.017999999225139618,1250.0,1500.0,alternative
3000.0,5000.0,3000.0,5000.0,0.59,3.95,0.0,-0.41000000000000014,0.0,0.024000000208616257,0.0,0.03920000046491623,1250.0,1250.0,alternative
