strategy_convergent_episode,network_convergent_episode,temptation,reward,punishment,sucker,final_strategy,defection_ratio,R+S-T-P,game,h
26548.0,27755.0,1.84,1.0,0.0,0.54,0.0,0.10945775359869,-0.3,SD,2
15898.0,17781.0,1.33,1.0,0.0,0.15,0.0,0.2867105305194855,-0.1800000000000001,SD,2
15898.0,20992.0,1.19,1.0,0.0,0.8,0.0,0.1224275901913642,0.6100000000000001,SD,2
47995.0,55000.0,1.05,1.0,0.0,0.08,1.0,0.1920009553432464,0.03,SD,2
24927.0,25171.0,1.59,1.0,0.0,0.98,0.0,0.1089746132493019,0.3899999999999999,SD,2
15898.0,24218.0,1.68,1.0,0.0,0.77,0.0,0.1171855628490448,0.09,SD,2
15898.0,18906.0,1.03,1.0,0.0,0.2,0.0,0.2663704752922058,0.1699999999999999,SD,2
15898.0,19648.0,1.52,1.0,0.0,0.02,0.0,0.3118892610073089,-0.5,SD,2
29532.0,30523.0,1.23,1.0,0.0,0.81,0.0,0.0863938704133033,0.5800000000000001,SD,2
15898.0,20992.0,1.65,1.0,0.0,0.7,0.0,0.1344798058271408,0.05,SD,2
15898.0,22511.0,1.18,1.0,0.0,0.72,0.0,0.1197636723518371,0.54,SD,2
15898.0,24218.0,1.69,1.0,0.0,0.77,0.0,0.1171855628490448,0.08,SD,2
15898.0,16324.0,1.39,1.0,0.0,0.08,0.0,0.2496324479579925,-0.3099999999999998,SD,2
15898.0,20811.0,1.94,1.0,0.0,0.36,0.0,0.183556780219078,-0.5800000000000001,SD,2
24927.0,25532.0,1.15,1.0,0.0,0.12,0.0,0.1632461249828338,-0.0299999999999998,SD,2
15898.0,23720.0,1.35,1.0,0.0,0.86,0.0,0.1156829670071601,0.5099999999999998,SD,2
41109.0,42553.0,1.12,1.0,0.0,0.62,0.0,0.058491762727499,0.5,SD,2
15898.0,16905.0,1.93,1.0,0.0,0.33,0.0,0.2253179550170898,-0.5999999999999999,SD,2
15898.0,19648.0,1.88,1.0,0.0,0.07,0.0,0.2350875437259674,-0.8099999999999998,SD,2
29532.0,32049.0,1.27,1.0,0.0,0.31,0.0,0.1150737926363945,0.04,SD,2
15898.0,16905.0,1.66,1.0,0.0,0.33,0.0,0.2253179550170898,-0.3299999999999998,SD,2
15898.0,20691.0,1.82,1.0,0.0,0.73,0.0,0.136339470744133,-0.09,SD,2
15898.0,21552.0,1.56,1.0,0.0,0.63,0.0,0.1331198960542678,0.0699999999999998,SD,2
29532.0,29971.0,1.53,1.0,0.0,0.88,0.0,0.0905542001128196,0.3499999999999998,SD,2
15898.0,16208.0,1.25,1.0,0.0,0.47,0.0,0.1804664433002472,0.2199999999999999,SD,2
15898.0,17781.0,1.1,1.0,0.0,0.13,0.0,0.2319892048835754,0.0299999999999998,SD,2
15898.0,20992.0,1.9,1.0,0.0,0.71,0.0,0.1344798058271408,-0.1899999999999999,SD,2
24927.0,25741.0,1.9,1.0,0.0,0.76,0.0,0.1107183098793029,-0.1399999999999999,SD,2
26548.0,27755.0,1.64,1.0,0.0,0.56,0.0,0.10945775359869,-0.0799999999999998,SD,2
15898.0,20691.0,1.35,1.0,0.0,0.77,0.0,0.1299115568399429,0.4199999999999999,SD,2
15898.0,16208.0,1.36,1.0,0.0,0.49,0.0,0.1852788776159286,0.1299999999999999,SD,2
15898.0,20811.0,1.73,1.0,0.0,0.52,0.0,0.1442025899887085,-0.2099999999999999,SD,2
29532.0,33480.0,1.9,1.0,0.0,0.43,0.0,0.1160692945122718,-0.47,SD,2
15898.0,19648.0,1.89,1.0,0.0,0.03,0.0,0.2362581491470337,-0.8599999999999999,SD,2
15898.0,16324.0,1.78,1.0,0.0,0.12,0.0,0.2760965526103973,-0.6599999999999999,SD,2
16682.0,19648.0,0.38,1.0,0.0,0.02,0.0,0.2531046271324157,,Ha,2
15898.0,21110.0,0.94,1.0,0.0,0.6,0.0,0.1126954033970832,,Ha,2
15898.0,17781.0,0.73,1.0,0.0,0.23,0.0,0.1800798624753952,,Ha,2
15898.0,19648.0,0.6,1.0,0.0,0.3,0.0,0.1245928332209587,,Ha,2
38628.0,40468.0,0.17,1.0,0.0,0.15,0.0,0.127755269408226,,Ha,2
15898.0,19648.0,0.17,1.0,0.0,0.05,0.0,0.2150855064392089,,Ha,2
16682.0,19648.0,0.08,1.0,0.0,0.03,0.0,0.2022597789764404,,Ha,2
15898.0,21110.0,0.86,1.0,0.0,0.64,0.0,0.1089531034231185,,Ha,2
15898.0,19648.0,0.6,1.0,0.0,0.14,0.0,0.168770357966423,,Ha,2
15898.0,16324.0,0.71,1.0,0.0,0.06,0.0,0.3398676812648773,,Ha,2
16682.0,19648.0,0.04,1.0,0.0,0.02,0.0,0.1925386786460876,,Ha,2
15898.0,17781.0,0.96,1.0,0.0,0.16,0.0,0.2270963340997696,,Ha,2
26548.0,27755.0,0.83,1.0,0.0,0.76,0.0,0.0738605633378028,,Ha,2
15898.0,19848.0,0.23,1.0,0.0,0.18,0.0,0.1576985120773315,,Ha,2
15898.0,19848.0,0.2,1.0,0.0,0.12,0.0,0.1889359056949615,,Ha,2
38628.0,40468.0,0.2,1.0,0.0,0.17,0.0,0.1323267817497253,,Ha,2
15898.0,22741.0,0.32,1.0,0.0,0.25,0.0,0.094367004930973,,Ha,2
15898.0,19648.0,0.53,1.0,0.0,0.11,0.0,0.2186482101678848,,Ha,2
15898.0,19648.0,0.44,1.0,0.0,0.38,0.0,0.1097821667790412,,Ha,2
15898.0,19848.0,0.3,1.0,0.0,0.16,0.0,0.1827891916036605,,Ha,2
15898.0,24006.0,0.61,1.0,0.0,0.49,0.0,0.0841039717197418,,Ha,2
38628.0,40468.0,0.16,1.0,0.0,0.14,0.0,0.129262626171112,,Ha,2
15898.0,19848.0,0.3,1.0,0.0,0.1,0.0,0.2233474403619766,,Ha,2
29532.0,29730.0,0.38,1.0,0.0,0.05,0.0,0.1730238795280456,,Ha,2
16682.0,17781.0,0.46,1.0,0.0,0.11,0.0,0.2981272041797638,,Ha,2
15898.0,16682.0,0.78,1.0,0.0,0.33,0.0,0.1892458945512771,,Ha,2
38628.0,40468.0,0.21,1.0,0.0,0.17,0.0,0.1415933519601822,,Ha,2
15898.0,16324.0,0.52,1.0,0.0,0.44,0.0,0.1297476142644882,,Ha,2
15898.0,16682.0,0.59,1.0,0.0,0.01,0.0,0.6458458304405212,,Ha,2
16682.0,19648.0,0.07,1.0,0.0,0.04,0.0,0.1939637660980224,,Ha,2
24927.0,25171.0,0.61,1.0,0.0,0.26,0.0,0.1173970028758049,,Ha,2
16905.0,23555.0,0.19,1.0,0.0,0.05,0.0,0.2152833789587021,,Ha,2
16682.0,22741.0,0.08,1.0,0.0,0.02,0.0,0.1729915142059326,,Ha,2
15898.0,21110.0,0.94,1.0,0.0,0.32,0.0,0.1703458130359649,,Ha,2
24927.0,25532.0,0.96,1.0,0.0,0.9,0.0,0.0900046974420547,,Ha,2
15898.0,18906.0,0.8,1.0,0.0,0.26,0.0,0.1708981245756149,,Ha,2
15898.0,19848.0,0.32,1.0,0.0,0.17,0.0,0.1720072478055954,,Ha,2
15898.0,19648.0,0.11,1.0,0.0,0.07,0.0,0.1914698630571365,,Ha,2
15898.0,17781.0,0.68,1.0,0.0,0.25,0.0,0.1632641553878784,,Ha,2
15898.0,16324.0,0.45,1.0,0.0,0.43,0.0,0.1297476142644882,,Ha,2
38080.0,40468.0,0.14,1.0,0.0,0.13,0.0,0.114312544465065,,Ha,2
15898.0,19648.0,0.5,1.0,0.0,0.13,0.0,0.1803236901760101,,Ha,2
16682.0,19648.0,0.05,1.0,0.0,0.02,0.0,0.1936583817005157,,Ha,2
15898.0,16682.0,0.9,1.0,0.0,0.27,0.0,0.2149022966623306,,Ha,2
26548.0,28806.0,0.27,1.0,0.0,0.08,0.0,0.1680899858474731,,Ha,2
29532.0,35192.0,0.66,1.0,0.0,0.03,0.0,0.1441236585378646,,Ha,2
15898.0,19848.0,0.32,1.0,0.0,0.19,0.0,0.159764215350151,,Ha,2
15898.0,19648.0,0.52,1.0,0.0,0.26,0.0,0.1311074942350387,,Ha,2
15898.0,16324.0,0.55,1.0,0.0,0.04,0.0,0.3836682140827179,,Ha,2
16905.0,17781.0,0.2,1.0,0.0,0.06,0.0,0.2860356569290161,,Ha,2
24927.0,25532.0,0.96,1.0,0.0,0.86,0.0,0.0900046974420547,,Ha,2
15898.0,18906.0,0.77,1.0,0.0,0.19,0.0,0.2324658781290054,,Ha,2
15898.0,17781.0,0.93,1.0,0.0,0.14,0.0,0.2277149707078933,,Ha,2
15898.0,16682.0,0.89,1.0,0.0,0.44,0.0,0.147224560379982,,Ha,2
15898.0,16682.0,0.6,1.0,0.0,0.58,0.0,0.1188706383109092,,Ha,2
15898.0,16682.0,0.91,1.0,0.0,0.23,0.0,0.2656755745410919,,Ha,2
15898.0,19648.0,0.11,1.0,0.0,0.07,0.0,0.1914698630571365,,Ha,2
15898.0,19848.0,0.21,1.0,0.0,0.15,0.0,0.1784058809280395,,Ha,2
16682.0,19648.0,0.06,1.0,0.0,0.02,0.0,0.2006819993257522,,Ha,2
15898.0,22741.0,0.34,1.0,0.0,0.24,0.0,0.0973571985960006,,Ha,2
15898.0,19648.0,0.4,1.0,0.0,0.15,0.0,0.1981881111860275,,Ha,2
15898.0,19848.0,0.28,1.0,0.0,0.17,0.0,0.169941559433937,,Ha,2
29532.0,37880.0,0.82,1.0,0.0,0.52,0.0,0.0625923946499824,,Ha,2
15898.0,19848.0,0.37,1.0,0.0,0.2,0.0,0.1682285368442535,,Ha,2
29532.0,35192.0,0.29,1.0,0.0,0.03,0.0,0.162707433104515,,Ha,2
15898.0,16324.0,0.55,1.0,0.0,0.45,0.0,0.123131588101387,,Ha,2
16682.0,19648.0,0.16,1.0,0.0,0.05,0.0,0.2106575667858123,,Ha,2
15898.0,16324.0,0.8,1.0,0.0,0.16,0.0,0.2066282778978347,,Ha,2
29532.0,35192.0,0.09,1.0,0.0,0.01,0.0,0.1417651772499084,,Ha,2
15898.0,16905.0,0.98,1.0,0.0,0.58,0.0,0.1413782835006714,,Ha,2
15898.0,16208.0,0.77,1.0,0.0,0.52,0.0,0.1285167783498764,,Ha,2
26548.0,28806.0,0.21,1.0,0.0,0.01,0.0,0.1748246848583221,,Ha,2
16682.0,19648.0,0.03,1.0,0.0,0.02,0.0,0.1835810244083404,,Ha,2
15898.0,18906.0,0.81,1.0,0.0,0.19,0.0,0.2348460853099823,,Ha,2
47261.0,55000.0,0.71,1.0,0.0,0.46,0.0,0.0743879079818725,,Ha,2
15898.0,17781.0,0.73,1.0,0.0,0.13,0.0,0.2967774569988251,,Ha,2
15898.0,19848.0,0.77,1.0,0.0,0.53,0.0,0.1049476042389869,,Ha,2
16682.0,19648.0,0.09,1.0,0.0,0.04,0.0,0.2022597789764404,,Ha,2
26548.0,28886.0,0.37,1.0,0.0,0.34,0.0,0.0731496214866638,,Ha,2
16682.0,19648.0,0.13,1.0,0.0,0.03,0.0,0.2164087891578674,,Ha,2
15898.0,21110.0,0.86,1.0,0.0,0.3,0.0,0.1702984422445297,,Ha,2
15898.0,16324.0,0.62,1.0,0.0,0.08,0.0,0.2997426986694336,,Ha,2
26548.0,28886.0,0.34,1.0,0.0,0.31,0.0,0.0731496214866638,,Ha,2
15898.0,19648.0,0.08,1.0,0.0,0.06,0.0,0.1851079016923904,,Ha,2
16682.0,17781.0,0.32,1.0,0.0,0.09,0.0,0.2867105305194855,,Ha,2
15898.0,19848.0,0.34,1.0,0.0,0.22,0.0,0.1415759772062301,,Ha,2
15898.0,16682.0,0.73,1.0,0.0,0.59,0.0,0.1192303076386451,,Ha,2
15898.0,19648.0,0.64,1.0,0.0,0.35,0.0,0.1100875437259674,,Ha,2
15898.0,18091.0,0.88,1.0,0.0,0.47,0.0,0.1360344886779785,,Ha,2
15898.0,19648.0,0.48,1.0,0.0,0.12,0.0,0.1903501600027084,,Ha,2
16682.0,19648.0,0.14,1.0,0.0,0.02,0.0,0.212031751871109,,Ha,2
26548.0,27828.0,0.71,1.0,0.0,0.63,0.0,0.0735230669379234,,Ha,2
15898.0,21868.0,0.76,1.0,0.0,0.68,0.0,0.0920523107051849,,Ha,2
15898.0,19648.0,0.56,1.0,0.0,0.35,0.0,0.1097821667790412,,Ha,2
15898.0,23555.0,0.77,1.0,0.0,0.26,0.0,0.1493525803089141,,Ha,2
24927.0,25171.0,0.5,1.0,0.0,0.18,0.0,0.1270509660243988,,Ha,2
15898.0,24006.0,0.53,1.0,0.0,0.38,0.0,0.0908106341958046,,Ha,2
15898.0,19648.0,0.43,1.0,0.0,0.38,0.0,0.1089678332209587,,Ha,2
16682.0,19648.0,0.04,1.0,0.0,0.03,0.0,0.1889250874519348,,Ha,2
15898.0,19848.0,0.12,1.0,0.0,0.09,0.0,0.1888855248689651,,Ha,2
15898.0,16324.0,0.04,1.5,0.0,-0.96,1.0,0.8012741804122925,0.5,SH,5
26043.0,29532.0,0.63,3.8,0.0,-0.3700000000000001,0.0,0.1762494891881942,2.8,SH,5
17642.0,20119.0,0.32,2.93,0.0,-0.6799999999999997,1.0,0.7623639106750488,1.93,SH,5
18091.0,19040.0,0.51,2.39,0.0,-0.4899999999999997,1.0,0.5288865566253662,1.39,SH,5
16682.0,20992.0,0.9,1.0,0.0,-0.48,1.0,0.845988929271698,-0.38,SH,5
15898.0,17781.0,0.25,1.0,0.0,-1.13,1.0,0.8060289025306702,-0.3799999999999999,SH,5
15898.0,21720.0,0.41,1.0,0.0,-1.36,1.0,0.8856813907623291,-0.77,SH,5
32749.0,40468.0,0.75,3.46,0.0,-0.25,0.0,0.2313432842493057,2.46,SH,5
18091.0,19253.0,0.23,2.4,0.0,-0.77,1.0,0.787202000617981,1.4,SH,5
32749.0,32909.0,0.09,2.83,0.0,-0.91,0.0,0.440517783164978,1.83,SH,5
15898.0,16208.0,0.29,1.0,0.0,-1.63,1.0,0.8542078137397766,-0.9200000000000002,SH,5
44491.0,46531.0,0.17,3.88,0.0,-0.8300000000000001,0.0,0.2969847917556762,2.88,SH,5
20404.0,21110.0,0.92,3.33,0.0,-0.08,0.0,0.4772619605064392,2.33,SH,5
15898.0,20992.0,0.8,1.0,0.0,-0.35,1.0,0.8207412362098694,-0.15,SH,5
15898.0,27098.0,0.63,1.0,0.0,-0.64,1.0,0.8953428268432617,-0.27,SH,5
15898.0,20992.0,0.86,1.0,0.0,-0.41,1.0,0.8389862775802612,-0.27,SH,5
44491.0,46531.0,0.8,1.22,0.0,-0.1999999999999999,0.0,0.2440093755722046,0.2199999999999999,SH,5
17781.0,19478.0,0.19,2.1,0.0,-0.81,1.0,0.7763630747795105,1.1,SH,5
15898.0,29067.0,0.88,1.73,0.0,-0.1200000000000001,1.0,0.8071696162223816,0.7299999999999999,SH,5
15898.0,16324.0,0.54,1.16,0.0,-0.4599999999999998,1.0,0.7245773077011108,0.16,SH,5
20404.0,20992.0,0.8,2.45,0.0,-0.2000000000000001,0.0,0.4407393336296081,1.45,SH,5
15898.0,20992.0,0.89,1.0,0.0,-0.55,1.0,0.8699980974197388,-0.44,SH,5
15898.0,19040.0,0.32,1.17,0.0,-0.6799999999999999,1.0,0.8275735378265381,0.1699999999999999,SH,5
15898.0,16324.0,0.12,1.47,0.0,-0.88,1.0,0.8024994134902954,0.47,SH,5
17642.0,20404.0,0.23,1.82,0.0,-0.7699999999999998,1.0,0.8160164952278137,0.8200000000000001,SH,5
44491.0,55000.0,0.43,3.14,0.0,-0.5699999999999998,0.0,0.1600406765937805,2.14,SH,5
15898.0,20992.0,0.81,1.0,0.0,-0.3899999999999999,1.0,0.8385575413703918,-0.1999999999999999,SH,5
20404.0,20992.0,0.85,2.06,0.0,-0.1499999999999999,0.0,0.223466083407402,1.06,SH,5
32749.0,35413.0,0.02,2.37,0.0,-0.98,0.0,0.3745799660682678,1.37,SH,5
40578.0,55000.0,0.51,1.0,0.0,-1.3,1.0,0.9423398971557616,-0.81,SH,5
44491.0,55000.0,0.42,2.43,0.0,-0.5799999999999998,0.0,0.1597615480422973,1.43,SH,5
15898.0,16324.0,0.23,1.0,0.0,-1.09,1.0,0.8299436569213867,-0.32,SH,5
15898.0,16208.0,0.13,1.0,0.0,-1.61,1.0,0.8581564426422119,-0.7399999999999999,SH,5
24696.0,25532.0,0.34,3.8,0.0,-0.6600000000000001,1.0,0.7653141021728516,2.8,SH,5
20404.0,21110.0,0.93,3.86,0.0,-0.0699999999999998,0.0,0.4772619605064392,2.86,SH,5
24696.0,25532.0,0.33,3.23,0.0,-0.6699999999999999,1.0,0.7690349221229553,2.23,SH,5
15898.0,29067.0,0.52,1.22,0.0,-0.48,1.0,0.8392335176467896,0.2199999999999999,SH,5
15898.0,28806.0,0.7,1.0,0.0,-0.91,1.0,0.9166840314865112,-0.61,SH,5
24696.0,25532.0,0.37,2.74,0.0,-0.6300000000000003,1.0,0.7236800789833069,1.7399999999999998,SH,5
15898.0,29067.0,0.96,1.76,0.0,-0.04,1.0,0.8414697051048279,0.76,SH,5
15898.0,20992.0,0.95,1.0,0.0,-0.56,1.0,0.8926257491111755,-0.51,SH,5
18091.0,20119.0,0.26,1.98,0.0,-0.74,1.0,0.7697698473930359,0.98,SH,5
38310.0,38884.0,0.5,1.0,0.0,-1.36,1.0,0.9149779081344604,-0.8599999999999999,SH,5
32749.0,34093.0,0.3,3.64,0.0,-0.7000000000000002,0.0,0.3707212507724762,2.64,SH,5
15898.0,16324.0,0.29,1.04,0.0,-0.7100000000000001,1.0,0.8075839281082153,0.0399999999999999,SH,5
26043.0,29067.0,0.05,2.65,0.0,-0.95,0.0,0.3978394865989685,1.65,SH,5
16682.0,35192.0,0.61,1.25,0.0,-0.39,1.0,0.8384860157966614,0.25,SH,5
18091.0,19040.0,0.5,2.08,0.0,-0.5,1.0,0.4960609376430511,1.08,SH,5
28021.0,31324.0,0.06,2.19,0.0,-0.94,1.0,0.7359851598739624,1.19,SH,5
15898.0,16324.0,0.28,1.0,0.0,-0.98,1.0,0.8306787610054016,-0.26,SH,5
16682.0,21110.0,0.9,3.88,0.0,-0.1,1.0,0.7660824060440063,2.88,SH,5
18091.0,19253.0,0.24,3.1,0.0,-0.7600000000000002,1.0,0.738430380821228,2.1,SH,5
44491.0,55000.0,0.15,3.76,0.0,-0.8500000000000001,0.0,0.2450354844331741,2.76,SH,5
44491.0,55000.0,0.49,3.58,0.0,-0.5099999999999998,0.0,0.1224778667092323,2.58,SH,5
15898.0,21110.0,0.98,2.39,0.0,-0.0199999999999995,1.0,0.7814306020736694,1.39,SH,5
18091.0,19253.0,0.25,3.69,0.0,-0.75,1.0,0.701604962348938,2.69,SH,5
15898.0,27098.0,0.67,1.0,0.0,-0.98,1.0,0.9208428859710692,-0.65,SH,5
15898.0,20992.0,0.76,1.0,0.0,-0.4599999999999999,1.0,0.8339367508888245,-0.2199999999999999,SH,5
15898.0,16208.0,0.24,1.0,0.0,-1.58,1.0,0.8524802327156067,-0.8200000000000001,SH,5
44491.0,55000.0,0.72,1.3,0.0,-0.28,0.0,0.6495334506034851,0.3,SH,5
17781.0,20404.0,0.37,1.55,0.0,-0.63,1.0,0.7486277222633362,0.55,SH,5
15898.0,16324.0,0.63,1.09,0.0,-0.3700000000000001,1.0,0.7061381936073303,0.0899999999999999,SH,5
26043.0,29532.0,0.63,3.31,0.0,-0.3700000000000001,0.0,0.1762494891881942,2.31,SH,5
16404.0,20404.0,0.54,1.43,0.0,-0.4599999999999999,1.0,0.8164085745811462,0.4299999999999999,SH,5
15898.0,17143.0,0.1,1.12,0.0,-0.9000000000000001,1.0,0.8073849678039551,0.1199999999999999,SH,5
16682.0,21110.0,0.83,2.17,0.0,-0.1699999999999999,1.0,0.7297489047050476,1.17,SH,5
15898.0,20404.0,0.32,1.0,0.0,-1.12,1.0,0.8765438199043274,-0.4400000000000001,SH,5
24696.0,25171.0,0.19,3.21,0.0,-0.81,1.0,0.7677088975906372,2.21,SH,5
15898.0,16208.0,0.05,1.0,0.0,-1.65,1.0,0.8573544025421143,-0.7,SH,5
44491.0,55000.0,0.59,3.95,0.0,-0.4100000000000001,0.0,0.1152603849768638,2.95,SH,5
32749.0,32909.0,0.67,3.09,0.0,-0.33,0.0,0.1421191841363906,2.09,SH,5
17485.0,18091.0,0.03,1.0,0.0,-1.18,1.0,0.8420208692550659,-0.2099999999999999,SH,5
31883.0,32049.0,0.51,1.0,0.0,-1.47,1.0,0.9268931746482848,-0.98,SH,5
44491.0,55000.0,0.23,3.26,0.0,-0.77,0.0,0.2335513234138488,2.26,SH,5
32749.0,34093.0,0.64,2.83,0.0,-0.3599999999999999,0.0,0.1886604279279709,1.83,SH,5
44491.0,55000.0,0.18,2.92,0.0,-0.8199999999999998,0.0,0.4069902002811432,1.92,SH,5
32749.0,32909.0,0.69,3.09,0.0,-0.31,0.0,0.1419064700603485,2.09,SH,5
15898.0,19040.0,0.39,1.0,0.0,-1.31,1.0,0.8699579834938049,-0.7000000000000001,SH,5
44491.0,46185.0,0.93,1.43,0.0,-0.0699999999999998,0.0,0.2414420247077942,0.43,SH,5
15898.0,16208.0,0.14,1.0,0.0,-1.4,1.0,0.8421766757965088,-0.5399999999999999,SH,5
32749.0,36434.0,0.34,3.45,0.0,-0.6600000000000001,0.0,0.3663885295391083,2.45,SH,5
17642.0,18704.0,0.12,2.49,0.0,-0.8800000000000003,1.0,0.7614414095878601,1.4899999999999998,SH,5
15898.0,16324.0,0.92,1.32,0.0,-0.08,1.0,0.7653148770332336,0.3199999999999999,SH,5
15898.0,29067.0,0.87,1.0,0.0,-0.88,1.0,0.9239687323570251,-0.75,SH,5
15898.0,21110.0,0.26,1.24,0.0,-0.74,1.0,0.8253434300422668,0.24,SH,5
16682.0,35192.0,0.66,1.3,0.0,-0.3400000000000001,1.0,0.8545408248901367,0.2999999999999999,SH,5
16682.0,21110.0,0.81,2.92,0.0,-0.1899999999999999,1.0,0.7334912419319153,1.92,SH,5
26043.0,29971.0,0.55,2.55,0.0,-0.4499999999999997,0.0,0.3310867249965668,1.55,SH,5
32749.0,36434.0,0.53,3.55,0.0,-0.4699999999999997,0.0,0.1842784285545349,2.55,SH,5
17781.0,19478.0,0.25,1.89,0.0,-0.75,1.0,0.6952459216117859,0.8900000000000001,SH,5
15898.0,16324.0,0.1,1.0,0.0,-1.42,1.0,0.8502817749977112,-0.5199999999999999,SH,5
20404.0,21110.0,0.89,2.85,0.0,-0.1099999999999998,0.0,0.4853623807430267,1.85,SH,5
44491.0,55000.0,0.89,3.04,0.0,-0.1099999999999998,0.0,0.2076122462749481,2.04,SH,5
44491.0,55000.0,0.63,2.25,0.0,-0.3700000000000001,0.0,0.2340298295021057,1.25,SH,5
24696.0,25532.0,0.34,3.08,0.0,-0.6600000000000001,1.0,0.7690349221229553,2.08,SH,5
44491.0,55000.0,0.35,1.98,0.0,-0.6499999999999999,0.0,0.3443855047225952,0.98,SH,5
32749.0,34093.0,0.72,2.09,0.0,-0.2799999999999998,0.0,0.2239755988121032,1.09,SH,5
15898.0,29067.0,0.89,1.71,0.0,-0.1099999999999998,1.0,0.806928813457489,0.7100000000000001,SH,5
39601.0,39830.0,0.88,1.0,0.0,-1.02,1.0,0.9366055727005004,-0.9,SH,5
15898.0,19848.0,0.77,1.0,0.0,-0.7999999999999999,1.0,0.8905683159828186,-0.57,SH,5
15898.0,16324.0,1.01,1.0,0.0,-0.63,1.0,0.8632075190544128,-0.64,PD,5
15898.0,30523.0,1.6,1.0,0.0,-0.06,1.0,0.9250729084014893,-0.6600000000000001,PD,5
15898.0,16324.0,1.27,1.0,0.0,-0.28,1.0,0.8401739597320557,-0.55,PD,5
15898.0,24927.0,1.62,1.0,0.0,-0.41,1.0,0.9218116998672485,-1.03,PD,5
15898.0,20992.0,2.65,1.0,0.0,-0.85,1.0,0.9078696370124817,-2.5,PD,5
15898.0,17781.0,1.32,1.0,0.0,-0.85,1.0,0.8884764909744263,-1.17,PD,5
15898.0,30523.0,1.68,1.0,0.0,-0.94,1.0,0.9352946877479553,-1.6199999999999999,PD,5
15898.0,30523.0,1.81,1.0,0.0,-0.14,1.0,0.8898208141326904,-0.9500000000000001,PD,5
45792.0,,1.17,1.0,0.0,-0.4,1.0,0.8511643409729004,-0.57,PD,5
15898.0,27098.0,1.01,1.0,0.0,-0.3,1.0,0.8854159116744995,-0.31000000000000005,PD,5
15898.0,19648.0,1.44,1.0,0.0,-0.98,1.0,0.9018220901489258,-1.42,PD,5
20404.0,20992.0,1.01,1.0,0.0,-0.04,0.0,0.26062309741973877,-0.050000000000000044,PD,5
15898.0,21552.0,2.07,1.0,0.0,-0.18,1.0,0.8705920577049255,-1.2499999999999998,PD,5
15898.0,34626.0,2.4,1.0,0.0,-0.79,1.0,0.9423843622207642,-2.19,PD,5
15898.0,34626.0,2.08,1.0,0.0,-0.82,1.0,0.9423843622207642,-1.9,PD,5
15898.0,20992.0,2.55,1.0,0.0,-0.82,1.0,0.9078696370124817,-2.3699999999999997,PD,5
15898.0,34626.0,2.32,1.0,0.0,-0.7,1.0,0.9423843622207642,-2.0199999999999996,PD,5
15898.0,16324.0,1.12,1.0,0.0,-0.48,1.0,0.8668218851089478,-0.6000000000000001,PD,5
15898.0,34626.0,2.37,1.0,0.0,-0.57,1.0,0.9423843622207642,-1.94,PD,5
15898.0,23720.0,1.83,1.0,0.0,-0.71,1.0,0.9180017113685608,-1.54,PD,5
15898.0,34626.0,2.08,1.0,0.0,-0.39,1.0,0.9423843622207642,-1.4700000000000002,PD,5
15898.0,20992.0,2.64,1.0,0.0,-0.86,1.0,0.9078696370124817,-2.5,PD,5
15898.0,30523.0,1.41,1.0,0.0,-0.71,1.0,0.9333289861679077,-1.1199999999999999,PD,5
15898.0,16324.0,1.01,1.0,0.0,-0.64,1.0,0.8632075190544128,-0.65,PD,5
15898.0,30523.0,1.2,1.0,0.0,-0.55,1.0,0.9333289861679077,-0.75,PD,5
40578.0,47474.0,1.41,1.0,0.0,-0.22,1.0,0.9391034841537476,-0.6299999999999999,PD,5
15898.0,34626.0,2.43,1.0,0.0,-0.8,1.0,0.9423843622207642,-2.2300000000000004,PD,5
15898.0,34093.0,2.25,1.0,0.0,-0.49,1.0,0.9414836168289185,-1.74,PD,5
16404.0,34300.0,1.01,1.0,0.0,-0.41,1.0,0.8992711305618286,-0.41999999999999993,PD,5
15898.0,21552.0,1.9,1.0,0.0,-0.95,1.0,0.9101707339286804,-1.8499999999999999,PD,5
15898.0,32049.0,1.47,1.0,0.0,-0.4,1.0,0.9380635619163513,-0.87,PD,5
15898.0,18906.0,1.26,1.0,0.0,-0.83,1.0,0.8949539661407471,-1.0899999999999999,PD,5
15898.0,16324.0,1.06,1.0,0.0,-0.94,1.0,0.879135012626648,-1.0,PD,5
16538.0,20811.0,1.23,1.0,0.0,-0.06,1.0,0.7169765830039978,-0.29000000000000004,PD,5
15898.0,23720.0,1.96,1.0,0.0,-0.04,1.0,0.8518128395080566,-1.0,PD,5
32749.0,33228.0,1.26,1.0,0.0,-0.2,0.0,0.38305044174194336,-0.45999999999999996,PD,5
40578.0,,1.79,1.0,0.0,-0.7,1.0,0.9586689472198486,-1.49,PD,5
40578.0,43289.0,2.27,1.0,0.0,-0.9,1.0,0.9528055787086487,-2.17,PD,5
16682.0,18906.0,1.36,1.0,0.0,-0.32,1.0,0.8940019011497498,-0.6800000000000002,PD,5
15898.0,20992.0,2.5,1.0,0.0,-0.56,1.0,0.9078696370124817,-2.06,PD,5
15898.0,20992.0,2.79,1.0,0.0,-0.88,1.0,0.9078696370124817,-2.67,PD,5
15898.0,30523.0,1.24,1.0,0.0,-0.51,1.0,0.9352946877479553,-0.75,PD,5
15898.0,23720.0,1.88,1.0,0.0,-0.97,1.0,0.9180017113685608,-1.8499999999999999,PD,5
